0.0078125	0.423616	0.30016	0.00448686	0.566813	-0.0830823	0.43144
0.0078125	-0.0449907	0.00775538	-0.0405581	1.47499	0.058695	0.0511599
0.0078125	-0.05583	-0.787687	-0.00852002	-0.227161	0.0189082	-0.213302
0.0078125	0.505536	-0.137446	-0.215017	-0.472758	0.108615	-0.442005
0.0078125	-0.533472	0.464902	1.17849	-0.0966699	-0.0669609	-0.703279
0.0078125	0.219029	0.20276	-0.194424	-0.268172	0.114821	1.01398
0.0078125	-0.315474	-0.0710772	0.2687	-0.0592448	0.819327	0.34228
0.0078125	0.0378992	-0.155458	-0.554876	0.118063	0.546458	-0.0562959
0.0078125	-0.700235	0.817577	1.21418	-0.358889	-0.293554	-0.00479195
0.0078125	0.264998	-0.261162	0.328915	-0.460162	-0.156073	0.586539
0.0078125	0.392326	0.587137	-0.3506	-0.270355	-0.179599	0.35019
0.0078125	0.0530378	0.308854	-0.288568	0.645608	0.232055	0.213832
0.0078125	0.480472	-1.99337	-1.26452	-0.0157384	0.459077	0.190665
0.0078125	0.026042	0.412022	0.0326059	0.182185	0.265634	-0.244355
0.0078125	0.0370273	-0.141062	0.102085	-0.597673	0.0376042	0.0455511
0.0078125	0.251563	0.124207	0.209292	-0.0955635	-0.36045	0.297741
0.0078125	0.411324	0.377813	-0.263225	0.48498	-0.212079	0.0269934
0.0078125	0.820449	0.166901	0.0830979	-0.0287081	-0.130112	0.341963
0.0078125	-0.248907	0.832597	0.125856	0.197283	-0.014328	-0.182854
0.0078125	-1.68967	-0.457416	-0.795832	0.215075	-0.144604	-0.229213
0.0078125	-0.469938	0.998433	0.478113	0.350169	0.245636	-0.386111
0.0078125	0.0729002	0.219059	0.372163	-0.302453	-0.554802	0.569705
0.0078125	0.331595	0.999964	0.109576	0.417609	-0.720309	-0.174173
0.0078125	-0.380453	0.160616	0.100012	-1.01951	0.281604	-0.0349231
0.0078125	0.471765	0.0116309	-0.102761	1.06239	-0.420287	-0.208106
0.0078125	-0.286225	-1.05702	-0.15201	0.130317	-0.521871	0.127108
0.0078125	-2.39144	-3.33435	-0.696937	-0.0892757	-0.209323	0.0912187
0.0078125	-1.79436	0.927067	0.57414	-0.112902	-0.174435	0.281652
0.0078125	-0.140003	0.560536	0.679577	0.147153	-0.820732	0.394713
0.0078125	0.0110167	0.0170133	0.853195	0.0823906	0.139467	0.386726
0.0078125	-0.101508	0.272214	0.460577	0.362471	-0.402893	-0.248702
0.0078125	0.116225	-0.026743	-0.292263	-0.505033	-0.598118	0.515587
0.0078125	-0.0964078	-1.60109	0.485221	-0.337615	-0.655747	-0.280479
0.0078125	-0.163851	-1.16726	-1.03283	-0.32109	0.0774734	-0.388476
