0.00012207	-0.466858	-0.224358	-0.0981011	0.210028	-0.0969226	0.657635
0.00012207	-0.0422204	0.132571	0.0877819	0.58909	0.274022	-0.755961
0.00012207	-0.368741	-0.0925965	-0.367822	0.311736	0.311714	-0.0274048
0.00012207	-1.29559	-0.719421	1.61214	0.168257	0.00979986	-0.317076
0.00012207	0.188444	-0.296861	-0.105967	-0.77036	0.080508	-0.185973
0.00012207	-0.357221	0.333165	-0.286192	-0.568196	0.3053	0.163406
0.00012207	-0.324622	0.964064	-0.292872	-0.18478	0.354157	0.615871
0.00012207	-0.613346	-0.152098	0.120327	0.808893	-0.52688	-0.104677
0.00012207	0.57722	-0.413682	0.6396	0.39922	0.100927	-0.294472
0.00012207	0.581413	0.417094	0.431973	-0.116168	0.603685	0.50436
0.00012207	-0.0338302	0.0412007	0.0219106	0.00115092	0.701524	-0.403435
0.00012207	-0.224813	0.0211935	-0.000393731	-0.140066	-0.650934	0.792653
0.00012207	0.692509	-0.00098021	-0.248083	0.447408	-0.81706	-0.573416
0.00012207	-0.0914919	0.487024	-0.0711065	0.148596	-0.235489	-0.408319
0.00012207	-0.929472	0.207993	-1.63919	0.470948	-0.301378	0.133316
0.00012207	-0.117363	-0.127976	0.119517	0.293884	0.696212	0.81839
0.00012207	-0.824135	0.840172	-0.227738	0.0172172	0.368195	0.131685
0.00012207	-0.496142	-1.26308	-1.3528	-0.197862	0.11448	-0.390196
0.00012207	0.0470733	0.029706	-0.223893	-0.104198	0.479971	0.488728
0.00012207	0.0205527	-0.135612	-0.107716	1.12096	0.113917	-0.336375
0.00012207	-0.219899	-0.445524	0.646479	-0.263496	0.174371	0.0997096
0.00012207	0.203337	0.729116	0.444851	0.11476	0.355856	0.27039
0.00012207	0.395128	0.490523	-0.027266	-0.162471	0.453295	-0.558183
0.00012207	-1.37965	-0.41903	-0.1827	0.154033	-0.160861	-0.510458
0.00012207	0.434229	0.280039	0.31457	-0.118074	0.975043	0.186793
0.00012207	0.0720375	-0.23313	-0.0421244	0.325046	-0.702092	-0.482667
0.00012207	-0.0874241	0.0283185	0.0806547	0.345876	0.294377	-0.0301953
0.00012207	0.187738	0.187454	0.0335365	0.0616598	0.616943	1.03855
0.00012207	0.78844	0.065373	0.684921	0.208463	1.01732	-0.298911
0.00012207	0.506754	0.144575	-0.440049	-0.498316	0.0190214	0.200041
0.00012207	-0.151214	-0.0575023	-0.12102	0.218701	0.0519735	0.761966
0.00012207	-0.664434	-0.706065	1.05334	0.284525	-0.495732	0.64463
0.00012207	-0.0990312	-0.0601072	-0.252244	-0.377895	0.0082803	-0.825252
0.00012207	-1.1605	-0.142731	-0.469959	0.636005	-0.18561	-0.102598
0.00012207	-0.43837	0.0696398	-0.193459	0.325024	-0.105028	-0.263073
0.00012207	0.547858	-0.02871	-0.16792	0.128692	-0.255592	-0.158189
0.00012207	0.554288	0.67407	0.687938	-0.626906	-0.359937	-0.013964
0.00012207	0.00451434	0.339164	-0.273999	-0.0660347	0.0496462	0.20138
0.00012207	0.374436	0.220308	0.230919	0.265813	0.374621	0.754717
